City,State,Population,Land_Area,Location_Coordinates,Airports,Wiki_Page,City_Description
Oceanside,California,"176,080",41.3 sq mi,33°13′28″N 117°18′22″W﻿ ,John Wayne International Airport (SNA)San Diego International Airport (SAN),"https://en.wikipedia.org/wiki/Oceanside,_California","b""Oceanside is a coastal city located on California's South Coast. It is the third-largest city in San Diego County California. The city had a population of 167086 at the 2010 census. Together with  Carlsbad and Vista it forms a tri-city area. Oceanside is located just south of Marine Corps Base Camp Pendleton.[10]"""
Salem,Oregon,"173,442",48.6 sq mi,44°55′25″N 123°01′24″W﻿ ,,"https://en.wikipedia.org/wiki/Salem,_Oregon",b'Salem /selm/ is the capital of the U.S. state of Oregon and the county seat of Marion County. It is located in the center of the Willamette Valley alongside the Willamette River which runs north through the city. The river forms the boundary between Marion and Polk counties and the city neighborhood of West Salem is in Polk County. Salem was founded in 1842 became the capital of the Oregon Territory in 1851 and was incorporated in 1857.'
Elk Grove,California,"172,886",42.2 sq mi,38°24′53″N 121°23′06″W﻿ ,,"https://en.wikipedia.org/wiki/Elk_Grove,_California","b""Elk Grove is a city in Sacramento County California located just south of the state capital of Sacramento. It is part of the SacramentoArden-ArcadeRoseville Metropolitan Statistical Area. As of 2018 the population of the city was estimated at 173702[10]. The second-largest city in Sacramento County Elk Grove was the fastest growing city in the U.S. between July 1 2004 and July 1 2005.[11] The City of Elk Grove incorporated on July 1 2000.[2] It is a general law city with a council/manager form of government.[4] One of Elk Grove's most significant aspects is the Elk Grove Unified School District which is the city's largest employer."""
Garden Grove,California,"172,646",18.0 sq mi,33°46′44″N 117°57′38″W﻿ ,,"https://en.wikipedia.org/wiki/Garden_Grove,_California",b'Garden Grove is a city in northern Orange County California United States located 34 miles (55 km) southeast of the city of Los Angeles in the Los Angeles metropolitan area.[8] The population was 170883 at the 2010 United States Census. State Route 22 also known as the Garden Grove Freeway passes through the city in an east-west direction. The western portion of the city is known as West Garden Grove.'
Pembroke Pines,Florida,"172,374",33.0 sq mi,26°01′16″N 80°20′25″W﻿ ,,"https://en.wikipedia.org/wiki/Pembroke_Pines,_Florida","b""Pembroke Pines was officially incorporated on January 16 1960. The city's name Pembroke Pines is traced back to Sir Edward Reed a Member of Britain's Parliament for the County of Pembroke in 1874 who purchased and farmed land in the 1880s which today occupies much of what is now the nearby city of Dania Beach. The road put through his land came to be known as Pembroke Road.  When incorporating the mayor (Dr. Kipnis) suggested the name Pembroke Pines because of the pine trees growing near Pembroke Road.[citation needed]"""
Peoria,Arizona,"172,259",175.7 sq mi,33°47′10″N 112°18′29″W﻿ ,,"https://en.wikipedia.org/wiki/Peoria,_Arizona","b'Peoria /piri/ is a city in Maricopa and Yavapai counties in the State of Arizona. Most of the city is located in Maricopa County while a tiny portion in the north is in Yavapai County. It is a major suburb of Phoenix. According to 2017 Census Bureau estimates the population of the city is 168181.[2]  Peoria is currently the sixth largest city in Arizona for land area and the ninth largest for population. It was named after Peoria Illinois. The word ""peoria"" is a corruption of the Illini word for ""prairie fire.""[4][5] It is the spring training home of the San Diego Padres and Seattle Mariners who share the Peoria Sports Complex. In July 2008 Money magazine listed Peoria in its Top 100 Places to Live.[6]'"
Eugene,Oregon,"171,245",44.1 sq mi,44°03′24″N 123°06′58″W﻿ ,,"https://en.wikipedia.org/wiki/Eugene,_Oregon",b'Eugene (/judin/ yoo-JEEN) is a city in the U.S. state of Oregon. It is at the southern end of the verdant Willamette Valley near the confluence of the McKenzie and Willamette Rivers about 50 miles (80 km) east of the Oregon Coast.[7]'
Corona,California,"168,819",39.5 sq mi,33°51′43″N 117°33′56″W﻿ ,Ontario International AirportONT (Major/International),"https://en.wikipedia.org/wiki/Corona,_California",b'Corona is a city in Riverside County California United States. As of the 2010 census the city had a population of 152374 up from 124966 at the 2000 census. The cities of Norco and Riverside lie to the north and northeast respectively Chino Hills and Yorba Linda to the northwest and the Cleveland National Forest and the Santa Ana Mountains to the southwest and unincorporated areas of Riverside County line all of its other borders. Corona lies approximately 48 miles (77 km) southeast of Los Angeles and 95 miles (153 km) north-northwest of San Diego.'
Cary,North Carolina,"168,160",56.5 sq mi,35°46′51″N 78°48′48″W﻿ ,,"https://en.wikipedia.org/wiki/Cary,_North_Carolina","b""The town's population was 135234 as of the 2010 census (an increase of 43.1% since 2000) making it the largest town and seventh-largest municipality statewide.[6] As of April 2018[update] the town's estimated population was 162025 though Cary was still considered a town because that is how it was registered with the state.[7] Cary is the second most populous incorporated town (behind only Gilbert Arizona) in the United States."""
Springfield,Missouri,"168,122",82.3 sq mi,37°11′39″N 93°17′29″W﻿ ,,"https://en.wikipedia.org/wiki/Springfield,_Missouri","b'Springfield\'s nickname is ""Queen City of the Ozarks"" and it is known as the ""Birthplace of Route 66"". It is home to three universities  Missouri State University Drury University and Evangel University.'"
Fort Collins,Colorado,"167,830",55.8 sq mi,40°32′54″N 105°03′53″W﻿ ,,"https://en.wikipedia.org/wiki/Fort_Collins,_Colorado",b'Fort Collins is the Home Rule Municipality that is the county seat[2] and the most populous municipality of Larimer County Colorado United States.[7] Situated on the Cache La Poudre River along the Colorado Front Range Fort Collins is located 56 mi (90 km) north of the Colorado State Capitol in Denver. With a 2016 estimated population of 161000[8] it is the fourth most populous city in Colorado after Denver Colorado Springs and Aurora. Fort Collins is a midsize college city home to Colorado State University.'
Jackson,Mississippi,"164,422",111.0 sq mi,32°18′57″N 90°12′46″W﻿ ,,"https://en.wikipedia.org/wiki/Jackson,_Mississippi","b""Jackson officially the City of Jackson is the capital and most populous city of the U.S. state of Mississippi.  It is one of two county seats of Hinds County along with Raymond Mississippi.  The city of Jackson also includes around 3000 acres comprising Jackson-Medgar Evers International Airport in Rankin County and a small portion of Madison County.  The city's population was estimated to be 165072 in 2017 a decline from 173514 in 2010.[5]  The city sits on the Pearl River and is located in the greater Jackson Prairie region of Mississippi."""
Alexandria,Virginia,"160,530",15.0 sq mi,38°49′12″N 77°05′03″W﻿ ,,"https://en.wikipedia.org/wiki/Alexandria,_Virginia",b'Alexandria is an independent city in the Commonwealth of Virginia in the United States. As of the 2010 census the population was 139966[5] and in 2016 the population was estimated to be 160530.[2] Located along the western bank of the Potomac River Alexandria is approximately 7 miles (11 km) south of downtown Washington D.C.'
Hayward,California,"159,620",45.5 sq mi,37°37′43″N 122°06′09″W﻿ ,,"https://en.wikipedia.org/wiki/Hayward,_California","b""Hayward (/hewrd/; formerly Haywards Haywards Station and Haywood) is a city located in Alameda County California in the East Bay subregion of the San Francisco Bay Area. With a 2014 population of 149392 Hayward is the sixth largest city in the Bay Area and the third largest in Alameda County.[14] Hayward was ranked as the 37th most populous municipality in California. It is included in the San FranciscoOaklandFremont Metropolitan Statistical Area by the US Census.[15] It is located primarily between Castro Valley and Union City and lies at the eastern terminus of the San MateoHayward Bridge. The city was devastated early in its history by the 1868 Hayward earthquake. From the early 20th century until the beginning of the 1980s Hayward's economy was dominated by its now defunct food canning and salt production industries."""
Lancaster,California,"159,053",94.3 sq mi,34°41′37″N 118°10′31″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Lancaster,_California",b'Lancaster /ln.kstr/ is a charter city in northern Los Angeles County in the Antelope Valley of the western Mojave Desert in Southern California. As of 2013 Lancaster was the 31st largest city in California. Lancaster is part of a twin city complex with its southern neighbor Palmdale and together they are the principal cities within the Antelope Valley region.[8]'
Lakewood,Colorado,"156,798",42.9 sq mi,39°41′56″N 105°07′03″W﻿ ,,"https://en.wikipedia.org/wiki/Lakewood,_Colorado",b'The urban/suburban development of the community known as Lakewood was begun in 1889 by Charles Welch and W.A.H. Loveland who platted a 13-block area along Colfax Avenue west of Denver in eastern Jefferson County. Loveland the former president of the Colorado Central Railroad retired to the new community of Lakewood after many years of living in Golden.[citation needed]'
Clarksville,Tennessee,"156,794",98.3 sq mi,36°33′59″N 87°20′43″W﻿ ,,"https://en.wikipedia.org/wiki/Clarksville,_Tennessee",b'It is the principal central city of the Clarksville TNKY metropolitan statistical area which consists of Montgomery and Stewart counties in Tennessee and Christian and Trigg counties in Kentucky.\nThe city was founded in 1785 and incorporated in 1807[11] and named for General George Rogers Clark frontier fighter and Revolutionary War hero[2] and brother of William Clark of the Lewis and Clark Expedition.[12]'
Palmdale,California,"156,667",106.0 sq mi,34°35′28″N 118°06′19″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Palmdale,_California",b'Palmdale is a city in northern Los Angeles County in the U.S. state of California. The city lies in the Antelope Valley region of Southern California. The San Gabriel Mountains separate Palmdale from the city of Los Angeles to the south.'
Salinas,California,"156,259",23.6 sq mi,36°41′25″N 121°38′01″W﻿ ,,"https://en.wikipedia.org/wiki/Salinas,_California","b'Salinas /slins/ is the county seat and largest municipality of Monterey County California. Salinas is an urban area located just outside the southern portion of the Greater Bay Area and  10 miles (16 km) east-southeast of the mouth of the Salinas River.[11] The population was 157218 as of 2016[update].[9] The city is located at the mouth of the Salinas Valley roughly eight miles from the Pacific Ocean and has a climate more influenced by the ocean than the hot-summer interior. The majority of residents live in single-unit detached homes built between 1950 and 2000 while one third of the housing stock has three or more units per structure.[12] Salinas serves as the main business governmental and industrial center of the region.[13] The marine climate is ideal for the floral industry grape vineyards and vegetable growers. Salinas is known for its vibrant and large agriculture industry and being ""The Salad Bowl of the World"" as the hometown of writer and Nobel Prize in Literature laureate John Steinbeck who based several of his novels there.'"
Springfield,Massachusetts,"155,032",31.9 sq mi,42°06′56″N 72°32′24″W﻿ ,Bradley International Airport,"https://en.wikipedia.org/wiki/Springfield,_Massachusetts","b""Springfield is a city in the state of Massachusetts United States and the seat of Hampden County.[15] Springfield sits on the eastern bank of the Connecticut River near its confluence with three rivers: the western Westfield River the eastern Chicopee River and the eastern Mill River. As of the 2010 Census the city's population was 153060.[10] As of 2018 the estimated population was 155032 making it the third-largest city in Massachusetts the fourth-most populous city in New England after Boston Worcester and Providence and the 12th-most populous in the Northeastern United States.[10] Metropolitan Springfield as one of two metropolitan areas[b] in Massachusetts (the other being Greater Boston) had a population of 692942 as of 2010.[11]"""
Hollywood,Florida,"154,823",27.3 sq mi,26°01′52″N 80°09′53″W﻿ ,,"https://en.wikipedia.org/wiki/Hollywood,_Florida","b'Joseph Young arrived in South Florida in 1920 in search to create his own Dream City in Florida . His vision included the beaches of the Atlantic ocean stretching westward with man made lakes infrastructure roads and the Intracoastal waterway. He wanted to include large parks schools churches and golf courses; these were all industries and activities which were very important to Young\'s life.[citation needed] After Young spent millions of dollars on the construction of the city he was elected as the first mayor in 1925. This new town quickly became home to northerners known as snowbirds. These snowbirds flee the north during the winter and then escape the south during the summer to avoid the harsh climates.  By 1960 Hollywood contained more than 2400 hotel units along with the construction of 12170 single family homes.[9] Young bought up thousands of acres of land around 1920 and named his new town ""Hollywood by the Sea"" to distinguish it from his other real estate venture ""Hollywood in the Hills"" in New York.'"
Pasadena,Texas,"153,219",43.5 sq mi,29°39′31″N 95°09′02″W﻿ ,,"https://en.wikipedia.org/wiki/Pasadena,_Texas","b""Pasadena /psdin/ is a city in the U.S. state of Texas within the HoustonThe WoodlandsSugar Land metropolitan area. As of the 2010 U.S. Census the city's population is 149043[3] making it the seventeenth most populous city in the state of Texas as well as the second-largest city in Harris County. The area was founded in 1893 by John H. Burnett of Galveston who named the area after Pasadena California because of the perceived lush vegetation.[4][5]"""
Sunnyvale,California,"153,185",22.0 sq mi,37°23′09″N 122°01′35″W﻿ ,,"https://en.wikipedia.org/wiki/Sunnyvale,_California",b'Sunnyvale (/snivel vl/) is a city located in Santa Clara County California. As of the 2010 United States Census the population was 140095.'
Macon,Georgia,"153,095",249.3 sq mi,32°48′32″N 83°41′39″W﻿ ,,"https://en.wikipedia.org/wiki/Macon,_Georgia","b'Macon (/mekn/) officially MaconBibb County is a consolidated city-county located in the state of Georgia United States. Macon lies near the geographic center of the state approximately 85 miles (137 km) south of Atlanta hence the city\'s nickname ""The Heart of Georgia"".'"
Kansas City,Kansas,"152,958",124.8 sq mi,39°07′21″N 94°44′30″W﻿ ,,"https://en.wikipedia.org/wiki/Kansas_City,_Kansas","b'Kansas City is the third-largest city in the State of Kansas the county seat of Wyandotte County and the third-largest city of the Kansas City metropolitan area.[1]  Kansas City Kansas is abbreviated as ""KCK"" to differentiate it from Kansas City Missouri after which it is named.[5][6]  It is part of a consolidated city-county government known as the ""Unified Government"". Wyandotte County also includes the independent cities of Bonner Springs and Edwardsville. As of the 2010 census the city had a population of 145786 residents.[7] It is situated at Kaw Point which is the junction of the Missouri and Kansas rivers.'"
Pomona,California,"152,361",23.0 sq mi,34°03′31″N 117°45′40″W﻿ ,Ontario International AirportONT (Major/International),"https://en.wikipedia.org/wiki/Pomona,_California",b'The area was originally occupied by the Tongva Native Americans.'
Escondido,California,"152,213",37.1 sq mi,33°07′59″N 117°04′26″W﻿ ,,"https://en.wikipedia.org/wiki/Escondido,_California","b""Escondido (/skndido/ ES-kn-DEE-doh) is a city located in San Diego County's North County region 30 miles (48 km) northeast of downtown San Diego. The city occupies a shallow valley ringed by rocky hills.  Incorporated in 1888 it is one of the oldest cities in San Diego County. The city had a population of 143911 in the 2010 census."""
Killeen,Texas,"149,103",53.5 sq mi,31°04′40″N 97°43′55″W﻿ ,,"https://en.wikipedia.org/wiki/Killeen,_Texas","b'Killeen is directly adjacent to the main cantonment of Fort Hood. Its economy depends on the activities of the post and the soldiers and their families stationed there. It is known as a military ""boom town"" because of its rapid growth and high influx of soldiers.'"
Naperville,Illinois,"148,304",38.7 sq mi,41°44′57″N 88°09′43″W﻿ ,,"https://en.wikipedia.org/wiki/Naperville,_Illinois",b'Naperville (/neprvl/) is a city in DuPage and Will counties in the U.S. state of Illinois. Located 28 miles (45 km) west of Chicago Naperville was founded in 1831 and developed into the fifth-largest city in Illinois. As of the 2010 census the city had a population of 141853 which was estimated to have increased to 147682  by 2017.[5]'
Joliet,Illinois,"148,099",64.4 sq mi,41°31′04″N 88°08′56″W﻿ ,,"https://en.wikipedia.org/wiki/Joliet,_Illinois","b""Joliet (/dolit dolit/) is a city in Will and Kendall counties in the U.S. state of Illinois 30 miles (48 km) southwest of Chicago. It is the county seat of Will County and a major part of the southwest Chicago metropolitan area.[6] At the 2010 census the city was the fourth largest in Illinois with a population of 147433.[2][7] A population estimate in 2018 put Joliet's population at 150495 which would make it the 3rd largest city in Illinois if accurate.[3]"""
Bellevue,Washington,"147,599",33.5 sq mi,47°35′52″N 122°09′23″W﻿ ,,"https://en.wikipedia.org/wiki/Bellevue,_Washington",b'Bellevue (/blvju/ BEL-vyoo) is a city in the Eastside region of King County Washington United States across Lake Washington from Seattle. As the third-largest city in the Seattle metropolitan area Bellevue has variously been characterized as an edge city a suburb boomburb or satellite city.[6][7] Its population was 122363 at the 2010 census[8] and 144444 in a 2017 census estimate.'
Rockford,Illinois,"146,526",63.5 sq mi,42°15′32″N 89°03′53″W﻿ ,,"https://en.wikipedia.org/wiki/Rockford,_Illinois","b""Rockford is a city in Winnebago County in the U.S. state of Illinois in far northern Illinois.  Located on the banks of the Rock River Rockford is the county seat of Winnebago County (a small portion of the city is located in Ogle County).  The largest city in Illinois outside of the Chicago metropolitan area Rockford is the third-largest city in the state and the 171st most populous in the United States[6]  According to 2010 U.S. Census Data the City of Rockford had a population of 152871 with an outlying metropolitan area population of 348360. The City of Rockford's population is 147051 as of 2017 down 4.1% since 2010.[7]"""
Savannah,Georgia,"145,862",103.6 sq mi,32°00′09″N 81°09′13″W﻿ ,,"https://en.wikipedia.org/wiki/Savannah,_Georgia","b""Savannah (/svn/) is the oldest city in the U.S. state of Georgia and is the county seat of Chatham County. Established in 1733 on the Savannah River the city of Savannah became the British colonial capital of the Province of Georgia and later the first state capital of Georgia.[4] A strategic port city in the American Revolution and during the American Civil War[5] Savannah is today an industrial center and an important Atlantic seaport. It is Georgia's fifth-largest city with a 2018 estimated population of 145862.[1] The Savannah metropolitan area Georgia's third-largest had an estimated population of 389494 in 2018.[6]"""
Paterson,New Jersey,"145,627",8.4 sq mi,40°54′53″N 74°09′46″W﻿ ,,"https://en.wikipedia.org/wiki/Paterson,_New_Jersey","b""Paterson is the largest city in and the county seat of Passaic County New Jersey United States.[18] As of the 2010 United States Census its population was 146199[7][8][9] making it New Jersey's third-most-populous city.[19] Paterson has the second-highest density of any U.S. city with over 100000 people behind only New York City.[20] For 2018 the Census Bureau's Population Estimates Program calculated a population of 145647 a decrease of 0.4% from the 2010 enumeration[10] making the city the 180th-most-populous in the nation.[11]"""
Torrance,California,"145,182",20.5 sq mi,33°50′06″N 118°20′29″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Torrance,_California",b'Torrance is a U.S. city in the South Bay (southwestern) region of Los Angeles County California in the Los Angeles metropolitan area. Torrance has 1.5 miles (2.4 km) of beaches on the Pacific Ocean. Torrance has a moderate year-round climate with warm temperatures sea breezes low humidity and an average rainfall of 12.55 inches per year.[8]'
Bridgeport,Connecticut,"144,900",16.1 sq mi,41°11′15″N 73°11′45″W﻿ ,Sikorsky Memorial Airport,"https://en.wikipedia.org/wiki/Bridgeport,_Connecticut",b'As of 2017 Bridgeport had an estimated population of 146579[2] which made it the largest city in Connecticut and the fifth-most populous in New England. The Greater Bridgeport area is the 48th-largest urban area in the United States.'
McAllen,Texas,"143,433",58.4 sq mi,26°13′56″N 98°14′47″W﻿ ,,"https://en.wikipedia.org/wiki/McAllen,_Texas",b'From its settlement in 1904 the area around McAllen was largely rural and agricultural in character but the latter half of the 20th century had steady growth which the metropolitan area still experiences today. The introduction of the maquiladora economy and the North American Free Trade Association led to an increase in cross-border trading with Mexico.[5]'
Mesquite,Texas,"142,816",47.2 sq mi,32°45′46″N 96°35′20″W﻿ ,,"https://en.wikipedia.org/wiki/Mesquite,_Texas","b'According to legislative action the city is the ""Rodeo Capital of Texas"".[4] In 2016 Mesquite received a Playful City USA designation[5] for the fourth year in a row.[6] The city has been named a Tree City USA by the National Arbor Day Foundation for over 25 years.[7] The city of Mesquite holds the 10th longest reign in all of Texas.[8]'"
Syracuse,New York,"142,749",25.0 sq mi,43°02′28″N 76°08′37″W﻿ ,,"https://en.wikipedia.org/wiki/Syracuse,_New_York",b'Syracuse (/srkjuz sr- -kjus/)[3][4][5] is a city in and the county seat of Onondaga County New York United States. It is the fifth-most populous city in the state of New York following New York City Buffalo Rochester and Yonkers.'
Midland,Texas,"142,344",74.4 sq mi,32°01′29″N 102°06′49″W﻿ ,,"https://en.wikipedia.org/wiki/Midland,_Texas",b'At the 2010 census the population of Midland was 111147 and a 2015 estimate gave a total of 132950 making it the twenty-fourth most populous city in the state of Texas. Due to the oil boom in Midland certain officials have given population estimates above 155000.[7] It is the principal city of the Midland Texas Metropolitan Statistical Area which includes all of Midland County the population of which grew 4.6 percent between July 1 2011 and July 1 2012 to 151662 respectively according to the U.S. Census Bureau.[8]  The metropolitan area is also a component of the larger MidlandOdessa Texas Combined Statistical Area which had an estimated population of 295987 on July 1 2012.[3] People in Midland are called Midlanders.'
Pasadena,California,"141,371",23.0 sq mi,34°09′38″N 118°08′23″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Pasadena,_California",b'Pasadena  is a city in Los Angeles County California United States located 10 miles (16 kilometers) northeast of Downtown Los Angeles.'
Murfreesboro,Tennessee,"141,344",55.9 sq mi,35°51′08″N 86°24′58″W﻿ ,,"https://en.wikipedia.org/wiki/Murfreesboro,_Tennessee","b""Murfreesboro is a city in and the county seat of Rutherford County[8] Tennessee United States. The population was 108755 according to the 2010 census up from 68816 residents certified in 2000. In 2018 census estimates showed a population of 141344.[6] The city is home to both the center of population of Tennessee[9] and the geographic center of Tennessee. Murfreesboro is located 34 miles (55 km) southeast of downtown Nashville in the Nashville metropolitan area of Middle Tennessee. It is Tennessee's fastest growing major city and one of the fastest growing cities in the country.[10] Murfreesboro is also home to Middle Tennessee State University the second largest undergraduate university in the state of Tennessee with 22729 total students as of fall 2014.[11]"""
Miramar,Florida,"140,823",29.4 sq mi,25°58′37″N 80°20′09″W﻿ ,,"https://en.wikipedia.org/wiki/Miramar,_Florida","b'Miramar was founded by A.L. Mailman to serve as a ""bedroom community"" for nearby Miami and Fort Lauderdale.  Mailman bought the original property he was to develop from H.D. Perry Sr. in 1953. He built 56 homes on the property that were inexpensive homes of concrete and flat roofs. These homes sold quickly because of the low cost of both the homes and the land and the city of Miramar came into being.'"
Dayton,Ohio,"140,640",55.7 sq mi,39°46′39″N 84°11′59″W﻿ ,,"https://en.wikipedia.org/wiki/Dayton,_Ohio","b""Dayton (/detn/) is the sixth-largest city in the state of Ohio and the county seat of Montgomery County.[5] A small part of the city extends into Greene County.[6] The 2017 U.S. census estimate put the city population at 140371 while Greater Dayton was estimated to be at 803416 residents. This makes Dayton the fourth-largest metropolitan area in Ohio and 63rd in the United States.[7] Dayton is within Ohio's Miami Valley region just north of Greater Cincinnati."""
Fullerton,California,"139,640",22.4 sq mi,33°53′09″N 117°55′41″W﻿ ,John Wayne International AirportSNA (Major/International),"https://en.wikipedia.org/wiki/Fullerton,_California",b'Fullerton (/flrtn/) is a city located in northern Orange County California United States. As of the 2010 census the city had a total population of 135161.[6]'
Olathe,Kansas,"139,605",60.9 sq mi,38°53′03″N 94°49′10″W﻿ ,,"https://en.wikipedia.org/wiki/Olathe,_Kansas","b'Olathe was founded by Dr. John T. Barton in the spring of 1857. He rode to the center of Johnson County Kansas and staked two quarter sections of land as the town site.[citation needed] He later described his ride to friends: ""...the prairie was covered with verbena and other wild flowers. I kept thinking the land was beautiful and that I should name the town Beautiful.""[citation needed] Purportedly Barton asked a Shawnee interpreter how to say ""Beautiful"" in his native language. The interpreter responded ""Olathe.""[9]'"
Orange,California,"139,484",25.4 sq mi,33°47′13″N 117°51′41″W﻿ ,John Wayne International AirportSNA (Major/International),"https://en.wikipedia.org/wiki/Orange,_California",b'Orange is a city located in Orange County California. It is approximately 3 miles (4.8 kilometers) north of the county seat Santa Ana. Orange is unusual in this region because many of the homes in its Old Town District were built before 1920. While many other cities in the region demolished such houses in the 1960s Orange decided to preserve them. The small city of Villa Park is surrounded by the city of Orange. The population was 139812 as of 2014.[8]'
Thornton,Colorado,"139,436",35.7 sq mi,39°55′10″N 104°56′34″W﻿ ,,"https://en.wikipedia.org/wiki/Thornton,_Colorado",b'Thornton consisted solely of farmland until 1953 when Sam Hoffman purchased a lot off Washington Street about seven miles (11 km) north of Denver. The town he laid out was the first fully planned community in Adams County and the first to offer full municipal services from a single tax levy including recreation services and free trash pickup. Thornton was named in honor of Former Colorado Governor Dan Thornton.'
Roseville,California,"139,117",43.0 sq mi,38°46′08″N 121°19′08″W﻿ ,,"https://en.wikipedia.org/wiki/Roseville,_California","b'The settlement was originally a stage coach station called Griders.[9] According to the Roseville Historical Society[10] in 1864 the Central Pacific Railroad tracks were constructed northeastward from Sacramento. The point where the tracks met the California Central Railroad line was named ""Junction"". Junction eventually became known as Roseville. In 1909 three years after the Southern Pacific Railroad moved its facilities from Rocklin to Roseville the town became an incorporated city. What followed was a period of expansion with the community building more than 100 structures including what was the largest ice manufacturing plant in the world (Pacific Fruit Express building in 1913).'"
Denton,Texas,"138,541",93.4 sq mi,33°13′00″N 97°08′29″W﻿ ,,"https://en.wikipedia.org/wiki/Denton,_Texas","b""A Texas land grant led to the formation of Denton County in 1846 and the city was incorporated in 1866. Both were named after pioneer and Texas militia captain John B. Denton. The arrival of a railroad line in the city in 1881 spurred population and the establishment of the University of North Texas in 1890 and Texas Woman's University in 1901 distinguished the city from neighboring regions. After the construction of Dallas/Fort Worth International Airport finished in 1974 the city had more rapid growth; as of 2011 Denton was the seventh-fastest growing city with a population over 100000 in the country."""
Waco,Texas,"138,183",89.0 sq mi,31°33′36″N 97°11′10″W﻿ ,,"https://en.wikipedia.org/wiki/Waco,_Texas","b'Indigenous peoples occupied areas along the river for thousands of years. In historic times the area of present-day Waco was occupied by the Wichita Indian tribe known as the ""Waco"" (Spanish: Hueco or Huaco).'"
Surprise,Arizona,"138,161",107.9 sq mi,33°40′14″N 112°27′10″W﻿ ,,"https://en.wikipedia.org/wiki/Surprise,_Arizona","b""Surprise is a city in Maricopa County in the U.S. state of Arizona. The population was 30848 at the 2000 census; however rapid expansion has boosted the city's population to 117517 at the 2010 census an increase of 281%.[2] As such it is the second-fastest-expanding municipality in the greater Phoenix metropolitan area (after Gilbert) and between 1990 and 2000 it was the sixth-fastest-expanding place among all cities and towns in Arizona. Census estimates in 2017 continue this accelerated growth pattern with the population now estimated at 134085.[4]"""
Carrollton,Texas,"136,879",36.3 sq mi,32°59′18″N 96°53′59″W﻿ ,,"https://en.wikipedia.org/wiki/Carrollton,_Texas",b'The area was first settled by Jared Ford in 1842 by William and Mary Larner on a site within the Peters Colony grant. In 1844 the A. W. Perry family claimed land in the area around Trinity Mills where in partnership with Wade H. Witt a mill was established.[5]'
West Valley City,Utah,"136,401",35.5 sq mi,40°41′19″N 112°00′42″W﻿ ,,"https://en.wikipedia.org/wiki/West_Valley_City,_Utah",b'The earliest known residents of the western Salt Lake Valley were Native American bands of the Ute and Shoshoni tribes.'
Charleston,South Carolina,"136,208",109.0 sq mi,32°49′04″N 79°57′32″W﻿ ,,"https://en.wikipedia.org/wiki/Charleston,_South_Carolina",No data Available
Warren,Michigan,"134,587",34.4 sq mi,42°29′34″N 83°01′30″W﻿ ,,"https://en.wikipedia.org/wiki/Warren,_Michigan","b""Beebe's Corners the original settlement in what would become the city of Warren was founded in 1830 at the corner of Mound Road and Chicago Road; its first resident was Charles Groesbeck.[8]  Beebe's Corners was a carriage stop between Detroit and Utica and included a distillery mill tavern and trading post.[8][9]  It was not until 1837 that the now-defunct Warren Township was organized around the settlement first under the name Hickory then renamed Aba in April 1838 and finally renamed Warren shortly thereafter.[10]  It was named for War of 1812 veteran and frontier cleric Rev. Abel Warren.  However when it was originally organized the township was named for Rev. Warren who was a Methodist Episcopal preacher who left his native New York in 1824 for Shelby Township.  He went throughout the present-day Macomb Lapeer Oakland and St. Clair Counties baptizing marrying and burying pioneers of the area as well as establishing congregations and preaching extensively.[11]  He was the first licensed preacher in the State of Michigan.[12]"""
Hampton,Virginia,"134,313",51.5 sq mi,37°02′53″N 76°17′50″W﻿ ,,"https://en.wikipedia.org/wiki/Hampton,_Virginia",b'Hampton is an independent city in the Commonwealth of Virginia in the United States. As of the 2010 census the population was 137438.[8]'
Gainesville,Florida,"133,857",62.3 sq mi,29°40′44″N 82°20′46″W﻿ ,,"https://en.wikipedia.org/wiki/Gainesville,_Florida",b'Gainesville is the county seat and largest city in Alachua County Florida United States and the principal city of the Gainesville Florida Metropolitan Statistical Area (MSA). The population of Gainesville  was estimated by the US Census Bureau to be 133857 in 2018[8] a 7.4% growth from 2010. Gainesville is the largest city in the region of North Central Florida. The Gainesville Metropolitan Statistical Area had an estimated population of 288212 in 2018.[10]'
Visalia,California,"133,800",37.5 sq mi,36°19′38″N 119°19′44″W﻿ ,,"https://en.wikipedia.org/wiki/Visalia,_California",b'Visalia (/vaseli/ vy-SAYL-ee-) is a city situated in the agricultural San Joaquin Valley of California approximately 230 miles (370 km) southeast of San Francisco 190 miles (310 km) north of Los Angeles 36 miles (58 km) west of Sequoia National Park and 43 miles (69 km) south of Fresno. The population was 130104 as of a 2015 U.S. Census Bureau estimate.'
Coral Springs,Florida,"133,507",23.8 sq mi,26°16′15″N 80°15′33″W﻿ ,,"https://en.wikipedia.org/wiki/Coral_Springs,_Florida",b'Coral Springs officially the City of Coral Springs is a city in Broward County Florida United States approximately 20 miles (32 km) northwest of Fort Lauderdale. As of the 2010 United States Census the city had a population of 121096.[7] It is a principal city of the Miami metropolitan area which was home to an estimated 6012331 people at the 2015 census.'
